"client_id,Age,gender,country,region,client_type,acquisition_purpose,loan_applied,referral_channel,properties_owned,total_investment,avg_floor_area,avg_satisfaction,Cluster,Buyer_Segment,Recommendation,Investment_Risk"
"C0042,51,F,USA,Utah,Individual,Home,Yes,Website,4,1101390.25,913.8425,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0043,61,M,USA,Nevada,Individual,Investment,Yes,Website,4,1126492.46,983.505,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0044,95,F,USA,Arizona,Individual,Home,No,Website,4,1330493.26,1106.8675,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0045,58,M,USA,Colorado,Individual,Investment,No,Agency,5,1463432.3599999999,913.774,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0046,62,F,USA,California,Individual,Home,No,Client,8,2026517.4,857.8050000000001,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0047,56,M,USA,Colorado,Individual,Home,No,Agency,5,1438239.28,953.568,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0048,69,M,USA,California,Individual,Home,Yes,Agency,4,1338718.0,1026.3200000000002,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0049,55,F,USA,California,Individual,Home,No,Website,4,1390091.2,1204.3675,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0050,86,M,USA,California,Individual,Home,No,Website,9,2744452.35,993.5088888888889,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0051,85,F,USA,Colorado,Individual,Home,No,Agency,4,1270440.42,1039.56,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0052,59,F,USA,Oregon,Individual,Investment,No,Client,4,1474211.53,1187.925,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0053,72,M,USA,Arizona,Individual,Home,No,Agency,4,1120539.44,929.245,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0054,59,M,USA,Nevada,Company,Investment,No,Website,6,2109277.6,1115.6333333333334,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0055,53,F,USA,California,Individual,Home,Yes,Agency,4,1178979.21,989.8299999999999,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0056,62,M,USA,Oregon,Individual,Investment,No,Agency,4,1579301.3599999999,1355.5975,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0057,93,M,USA,California,Individual,Home,Yes,Agency,5,2020519.52,1344.1439999999998,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0058,57,F,USA,California,Company,Investment,Yes,Website,5,1441406.17,919.8399999999999,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0059,66,M,USA,California,Individual,Home,No,Website,4,1278854.25,1102.44,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0060,54,F,USA,California,Individual,Home,No,Website,4,1355662.25,1119.4675,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0061,59,M,USA,Utah,Individual,Home,No,Agency,4,1306907.58,1101.62,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0062,52,M,USA,California,Individual,Home,Yes,Client,5,1489333.49,1059.8319999999999,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0063,84,F,USA,Arizona,Individual,Home,No,Website,5,1625480.88,1112.538,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0064,52,M,UK,Northern Ireland,Individual,Investment,No,Agency,4,1448881.28,1095.85,4.0,1,International Diversified Buyers,""Offer mortgage assistance, virtual property tours, overseas investment support, and flexible payment options."",High Investment"
"C0065,54,M,USA,California,Individual,Home,No,Agency,4,1557125.73,1261.5275,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0066,52,F,USA,California,Individual,Investment,No,Client,4,1107164.17,932.7550000000001,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0067,49,M,USA,California,Individual,Home,No,Website,5,1431941.84,851.818,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0068,60,F,USA,Colorado,Individual,Home,Yes,Agency,4,1572779.33,1450.2925,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0069,56,M,USA,California,Individual,Investment,No,Website,5,1439142.47,957.588,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0070,79,F,USA,Arizona,Individual,Home,Yes,Website,5,1521570.62,1039.274,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0071,41,M,USA,California,Individual,Home,Yes,Client,5,1150384.09,833.3799999999999,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0072,73,M,USA,Nevada,Individual,Investment,No,Website,6,2246488.58,1129.4916666666666,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0073,61,F,Denmark,Capital Region,Individual,Investment,No,Agency,4,1413902.33,1194.0325,1.0,1,International Diversified Buyers,""Offer mortgage assistance, virtual property tours, overseas investment support, and flexible payment options."",High Investment"
"C0074,67,F,USA,Oregon,Individual,Investment,No,Client,5,1709458.65,1138.044,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0075,56,F,USA,California,Individual,Home,No,Website,4,1269395.74,1048.3425,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0076,70,M,USA,California,Individual,Home,No,Agency,6,1905852.0899999999,1067.28,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0077,46,M,USA,California,Individual,Home,No,Website,5,1880012.18,1191.826,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0078,78,F,USA,California,Individual,Home,No,Website,4,1685882.3900000001,1415.63,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0079,72,M,Belgium,Brussels,Individual,Investment,No,Website,4,1456436.3,1219.0675,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0080,77,F,USA,California,Individual,Investment,No,Website,5,1427531.56,965.024,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0081,83,F,USA,California,Individual,Home,Yes,Website,4,1522144.26,1252.745,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0082,45,F,USA,Virginia,Individual,Investment,No,Client,5,1282267.95,884.2239999999999,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0083,88,M,USA,California,Individual,Home,No,Website,6,1513641.46,851.395,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0084,78,M,USA,Wyoming,Individual,Home,No,Agency,5,1762231.92,1083.6119999999999,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0085,60,M,USA,California,Individual,Home,Yes,Agency,4,1185505.46,986.395,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0086,58,F,USA,California,Individual,Home,Yes,Website,5,1928188.6099999999,1354.634,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0087,47,F,USA,California,Individual,Home,No,Agency,4,1681153.28,1287.6625,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0088,90,M,USA,Oregon,Individual,Investment,No,Website,6,1450519.57,786.9733333333334,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0089,77,M,USA,California,Individual,Home,No,Agency,4,1041853.81,854.79,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Low Investment"
"C0090,44,M,USA,California,Individual,Home,No,Client,5,980850.4199999999,703.798,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Low Investment"
"C0091,67,F,USA,California,Individual,Home,No,Website,4,1356644.74,1161.6775,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0092,55,M,USA,Kansas,Individual,Home,No,Website,8,2817926.96,1218.0425,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0093,64,M,USA,California,Individual,Home,No,Agency,5,1732558.38,1196.466,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0094,78,F,USA,California,Individual,Home,No,Website,5,1062675.82,692.664,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Low Investment"
"C0095,62,M,USA,California,Individual,Home,Yes,Agency,6,1668973.02,923.105,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0096,41,M,USA,California,Individual,Investment,Yes,Website,4,1363013.17,1113.615,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0097,83,M,USA,Virginia,Individual,Home,Yes,Website,7,2189906.04,1061.722857142857,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0098,77,F,Russia,Saint Petersburg,Individual,Home,Yes,Agency,4,1131592.65,981.955,3.0,1,International Diversified Buyers,""Offer mortgage assistance, virtual property tours, overseas investment support, and flexible payment options."",Medium Investment"
"C0099,85,M,USA,California,Individual,Investment,No,Website,6,2000308.58,1201.5883333333334,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0100,57,M,USA,California,Individual,Home,No,Website,4,1449544.65,1174.44,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0101,75,F,USA,Nevada,Individual,Home,No,Website,4,1125013.8,874.345,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0102,79,M,USA,California,Individual,Investment,Yes,Website,9,3403263.85,1222.908888888889,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0103,53,M,USA,Colorado,Individual,Home,No,Website,5,1483838.77,964.9799999999999,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0104,48,M,USA,California,Individual,Home,No,Website,5,1677155.01,1090.3,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0105,67,F,USA,California,Individual,Investment,Yes,Website,5,1328084.36,850.948,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0106,73,M,USA,Colorado,Individual,Home,No,Website,4,957679.27,820.9825000000001,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Low Investment"
"C0107,67,M,USA,California,Individual,Home,Yes,Agency,5,1715058.23,1102.66,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0108,68,M,USA,California,Individual,Home,No,Agency,6,1998798.72,1104.1699999999998,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0109,93,F,USA,California,Individual,Investment,Yes,Agency,5,1995551.0899999999,1285.854,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0110,67,F,USA,California,Individual,Investment,Yes,Agency,5,1205555.46,811.4019999999999,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0111,47,M,USA,Arizona,Individual,Home,Yes,Website,4,1198421.22,896.7175,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0112,66,F,USA,California,Individual,Investment,Yes,Agency,5,1775142.2,1115.986,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0113,77,M,USA,Utah,Individual,Investment,No,Agency,4,1414433.46,1186.715,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0114,64,F,USA,California,Individual,Home,Yes,Website,4,1124004.05,932.9449999999999,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0115,48,F,USA,California,Individual,Home,No,Agency,5,1757354.59,1143.692,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0116,71,F,USA,California,Individual,Investment,No,Website,8,2484590.08,1039.8925,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0117,62,M,UK,Scotland,Individual,Investment,No,Agency,8,2884556.25,1135.78625,4.0,1,International Diversified Buyers,""Offer mortgage assistance, virtual property tours, overseas investment support, and flexible payment options."",High Investment"
"C0118,78,F,USA,Oregon,Individual,Investment,No,Agency,4,1218377.19,1009.1225,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0119,84,F,USA,California,Individual,Home,Yes,Website,4,1603043.92,1399.315,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0120,73,F,USA,California,Individual,Home,Yes,Website,5,1753587.39,1243.96,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0121,76,M,USA,Nevada,Individual,Home,No,Website,5,1169150.31,806.688,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0122,53,F,USA,California,Individual,Home,Yes,Agency,4,1412560.68,1085.975,1.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0123,64,F,USA,California,Individual,Home,Yes,Website,5,1821348.69,1230.6599999999999,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0124,63,F,USA,California,Individual,Home,No,Agency,5,1613985.08,1184.6299999999999,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0125,50,M,USA,Colorado,Individual,Home,Yes,Agency,4,1341108.25,1148.5475,4.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0126,54,F,USA,California,Individual,Investment,No,Agency,5,1319929.46,850.052,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Medium Investment"
"C0127,52,M,USA,Nevada,Individual,Home,Yes,Website,4,967474.23,765.085,2.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",Low Investment"
"C0128,63,M,USA,Nevada,Company,Investment,Yes,Website,5,1639392.9500000002,1054.034,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0129,53,M,USA,Arizona,Individual,Investment,No,Website,4,1748372.75,1296.9850000000001,5.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
"C0130,67,M,USA,Nevada,Individual,Home,Yes,Website,4,1488042.88,1215.035,3.0,3,Growth-Oriented Investors,""Recommend commercial properties, portfolio diversification opportunities, rental yield analysis, and investment seminars."",High Investment"
